date,gold,geom_ret,simple_ret,geom_idx,simple_idx,simple_gold,geom_gold
2025-05-26,3347.85,1.0010166096069608,0.0010166096069608131,1.2759304076071418,1.2512991931753228,3283.2213880130707,3347.849999999999
2025-05-27,3303.15,0.9866481473184283,-0.013351852681571701,1.2588943727728334,1.237947340493751,3248.188129354529,3303.1499999999987
2025-05-28,3286.65,0.9950047681758322,-0.00499523182416784,1.2526059035386927,1.2329521086695834,3235.081390332686,3286.6499999999987
2025-05-29,3314.55,1.008488886860481,0.008488886860481064,1.2632391333346034,1.2414409955300645,3257.3549561215596,3314.549999999999
2025-05-30,3289.35,0.9923971579852467,-0.007602842014753215,1.2536349257770065,1.2338381535153111,3237.406239101149,3289.3499999999985
2025-05-31,3292.75,1.0010336388648213,0.0010336388648213449,1.2549307315585871,1.2348717923801327,3240.118352436611,3292.7499999999986
2025-06-01,3313.25,1.0062257991040924,0.006225799104092324,1.2627436781828225,1.2410975914842248,3256.4539154158833,3313.2499999999986
2025-06-02,3390.05,1.0231796574360523,0.02317965743605227,1.292013644072641,1.2642772489202772,3317.273859579469,3390.0499999999993
2025-06-03,3357.25,0.9903246264804353,-0.009675373519564661,1.2795129294738643,1.2546018754007124,3291.8871307701593,3357.2499999999986
2025-06-04,3373.65,1.004884950480304,0.004884950480303847,1.2857632867732527,1.2594868258810163,3304.7045080879047,3373.6499999999987
2025-06-05,3359.25,0.9957316259837268,-0.0042683740162732025,1.2802751681689117,1.2552184518647431,3293.5049349253063,3359.249999999999
2025-06-06,3310.35,0.9854431792810895,-0.014556820718910499,1.2616384320750038,1.2406616311458327,3255.3100208819933,3310.3499999999985
2025-06-07,3312.35,1.0006041657226576,0.000604165722657725,1.262400670770051,1.2412657968684904,3256.895261113388,3312.349999999998
2025-06-08,3314.95,1.0007849412048848,0.0007849412048847221,1.2633915810736127,1.2420507380733752,3258.9548290938255,3314.9499999999985
2025-06-09,3323.65,1.0026244739739665,0.0026244739739665073,1.2667073193970688,1.2446752120473417,3265.8410551304173,3323.6499999999987
2025-06-10,3324.65,1.0003008740390835,0.0003008740390835377,1.2670884387445924,1.2449760860864252,3266.6305034778666,3324.6499999999987
2025-06-11,3369.15,1.013384867580046,0.01338486758004602,1.2840482497093961,1.2583609536664713,3301.7503882777705,3369.1499999999987
2025-06-12,3383.75,1.0043334372171022,0.004333437217102209,1.2896125921832418,1.2626943908835733,3313.1206775198634,3383.7499999999986
2025-06-13,3432.6,1.014436645733284,0.014436645733284051,1.3082302723097734,1.2771310366168573,3351.000270427141,3432.599999999999
2025-06-14,3438.5,1.001718813727204,0.0017188137272038954,1.3104788764601631,1.2788498503440613,3355.510179825265,3438.499999999999
2025-06-15,3448.5,1.0029082448742184,0.0029082448742184094,1.3142900699353999,1.2817580952182799,3363.1409781384837,3448.4999999999986
2025-06-16,3395.7,0.984688995215311,-0.015311004784689048,1.2941669683861496,1.2664470904335907,3322.967198234177,3395.6999999999985
2025-06-17,3388.8,0.9979680183761818,-0.0020319816238182514,1.2915372448882365,1.2644151088097724,3317.635583250521,3388.7999999999993
2025-06-18,3375.2,0.9959867799811142,-0.004013220018885848,1.2863540217619145,1.2604018887908865,3307.1054959039675,3375.1999999999994
2025-06-19,3365.7,0.9971853519791419,-0.0028146480208580235,1.2827333879604395,1.2575872407700286,3299.7202816944396,3365.699999999999
2025-06-20,3368.6,1.0008616335383427,0.0008616335383427196,1.2838386340682582,1.2584488743083715,3301.9810788540203,3368.599999999999
2025-06-21,3375.6,1.0020780146054742,0.002078014605474084,1.286506469500924,1.2605268889138455,3307.4334774765935,3375.5999999999995
2025-06-22,3379.2,1.001066477070743,0.0010664770707429522,1.2878784991520091,1.2615933659845884,3310.231753338662,3379.199999999999
2025-06-23,3355.5,0.9929865056818182,-0.007013494318181765,1.278845970615698,1.2545798716664067,3291.8293962719013,3355.499999999999
2025-06-24,3321.7,0.9899269855461182,-0.010073014453881741,1.2659641366693977,1.2445068572125249,3265.399317297083,3321.699999999999
2025-06-25,3333.4,1.0035222928018785,0.0035222928018786384,1.2704232330354246,1.2480291500144036,3274.641285265293,3333.3999999999987
2025-06-26,3321.6,0.996460070798584,-0.003539929201416026,1.265926024734645,1.2444892208129876,3265.3530420301577,3321.5999999999985
2025-06-27,3274.6,0.9858501926782274,-0.01414980732177264,1.2480134154010323,1.230339413491215,3228.226070088924,3274.5999999999985
2025-06-28,3275.6,1.0003053808098699,0.0003053808098699078,1.2483945347485559,1.2306447943010848,3229.027343526901,3275.599999999998
2025-06-29,3263.9,0.9964281353034559,-0.003571864696544089,1.243935438382529,1.2270729296045406,3219.6553063428737,3263.8999999999983
2025-06-30,3311.5,1.0145837801403228,0.014583780140322898,1.2620767193246558,1.2416567097448636,3257.9209578640603,3311.499999999998
2025-07-01,3341.6,1.0090895364638381,0.009089536463838113,1.2735484116851186,1.2507462462087018,3281.770538114702,3341.599999999998
2025-07-02,3362.0,1.0061048599473306,0.006104859947330648,1.2813232463746016,1.2568511061560323,3297.7887748875055,3361.999999999998
2025-07-03,3329.2,0.9902439024390244,-0.009756097560975664,1.268822531775825,1.2470950085950567,3272.1902383021393,3329.1999999999985
2025-07-04,3336.91,1.0023158716808842,0.0023158716808843074,1.2717609619452326,1.249410880275941,3278.2667382120276,3336.9099999999985
2025-07-06,3333.48,0.9989721029335523,-0.0010278970664476526,1.2704537225832264,1.2483829832094933,3275.569690494229,3333.4799999999987
2025-07-07,3339.88,1.001919915523717,0.0019199155237169837,1.272892886407378,1.2503028987332103,3280.6072608411337,3339.8799999999987
2025-07-08,3301.56,0.988526533887445,-0.011473466112554991,1.2582883930102708,1.2388294326206553,3250.502606781706,3301.559999999999
